Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,onTimeIN,onTimeOUT,Net Salary,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual
2505,5389,Ms Lysanne Welch II,Mr.,Male,1,Single,158,2022-02-08,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1996,77.0,248.0,98698.81818181818,,,,
2506,5390,Gerson Ferry,Mr.,Male,1,Married,33,2022-02-08,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1968,225.0,280.0,259975.36363636365,,,,
2507,1795164,Hayden Considine V,Mr.,Male,1,Single,31,2022-02-11,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000,36.0,36.0,37525.0,,,,
2508,193207,Gracie Roob,Mr.,Male,1,Single,55,2022-02-11,2022-02-18 00:00:00,Inactive,2022-02-18 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1995,6.0,7.0,30000.0,,,,
2509,193208,Clovis Lakin,Mr.,Male,1,Single,43,2022-02-04,2022-04-29 00:00:00,Inactive,2022-04-29 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1995,58.0,59.0,85475.0,,,,
2511,188017,Wilfrid Eichmann IV,Mr.,Male,1,Married,31,2022-02-08,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,,,,,,,
2512,188018,Mr Stanton Towne DDS,Mr.,Male,1,Single,31,2022-02-08,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,40.0,40.0,44898.333333333336,,,,
2513,188019,Carleton Nitzsche MD,Mr.,Male,1,Married,31,2022-02-08,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960,34.0,34.0,37558.333333333336,,,,
2514,188020,Mrs Megane Sanford,Mr.,Male,1,Married,31,2022-02-14,2022-03-31 00:00:00,Inactive,2022-03-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,33.0,33.0,55547.5,,,,
2515,188021,Mozelle Upton,Mr.,Male,1,Married,31,2022-02-11,2022-04-06 00:00:00,Inactive,2022-04-06 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,39.0,39.0,43491.66666666666,,,,
2516,197118,Anastacio Mosciski,Mr.,Male,1,Married,31,2022-02-01,2022-03-02 00:00:00,Inactive,2022-03-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,15.0,14.0,19420.0,,,,
2517,197119,Kitty Corwin,Mr.,Male,1,Married,31,2022-02-01,2022-03-23 00:00:00,Inactive,2022-03-23 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,16.0,15.0,19750.0,,,,
2518,197120,Godfrey Haley IV,Mr.,Male,1,Married,31,2022-02-01,2022-03-23 00:00:00,Inactive,2022-03-23 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,16.0,15.0,20920.0,,,,
2520,1975011,Reanna Brekke PhD,Mr.,Male,1,Married,31,2022-02-14,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,11.0,10.0,,,,,
2522,196176,Orland Stiedemann Sr,Mr.,Male,1,Married,31,2022-02-05,2022-04-09 00:00:00,Inactive,2022-04-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,50.0,49.0,51156.66666666666,,,,
2523,196177,Ottilie Purdy,Mr.,Male,1,Married,31,2022-02-15,2022-06-17 00:00:00,Inactive,2022-06-17 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,80.0,78.0,48982.0,,,,
2524,196178,Dale Glover,Mr.,Male,1,Married,31,2022-02-15,2022-03-06 00:00:00,Inactive,2022-03-06 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951,15.0,15.0,22560.0,,,,
2529,196179,Colton Emmerich,Mr.,Male,1,Married,31,2022-02-22,2022-03-26 00:00:00,Inactive,2022-03-26 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1979,18.0,22.0,32237.5,,,,
2530,201012,Jimmy Gutmann Sr,Mr.,Male,1,Married,29,2022-02-12,2022-06-28 00:00:00,Inactive,2022-06-28 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1963,71.0,80.0,56889.0,,,,
2531,5393,Marc Spencer,Mr.,Male,1,Married,163,2022-02-15,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1970,226.0,225.0,0.0,1.0,0.0,1.0,0.0
2533,5395,Samantha Kuvalis,Mr.,Male,1,Single,33,2022-02-23,2022-05-28 00:00:00,Inactive,2022-05-28 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994,26.0,69.0,264407.0,,,,
2535,1795166,Yasmin Mertz,Mr.,Male,1,Married,31,2022-02-26,2022-03-31 00:00:00,Inactive,2022-03-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,28.0,29.0,44937.5,,,,
2538,193210,Dexter Nader,Mr.,Male,1,Married,31,2022-03-01,2022-03-03 00:00:00,Inactive,2022-03-03 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989,2.0,2.0,6000.0,,,,
2540,1945037,Tristin Schmitt DVM,Mr.,Male,1,Single,31,2022-03-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,3.0,6.0,,,,,
2541,188022,Korey Buckridge I,Mr.,Male,1,Married,31,2022-03-01,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,25.0,25.0,44337.5,,,,
2542,188023,Dr Zoey Mitchell,Mr.,Male,1,Married,31,2022-03-03,2022-04-25 00:00:00,Inactive,2022-04-25 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1956,17.0,17.0,30387.5,,,,
2543,188024,Aaliyah Torp,Mr.,Male,1,Married,31,2022-03-03,2022-04-25 00:00:00,Inactive,2022-04-25 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,20.0,20.0,35997.5,,,,
2544,182011,Shea Grimes,Mr.,Male,1,Single,31,2022-03-04,2022-05-19 00:00:00,Inactive,2022-05-19 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,32.0,32.0,34218.333333333336,,,,
2545,182012,Randi Beahan IV,Mr.,Male,1,Single,31,2022-03-04,2022-04-29 00:00:00,Inactive,2022-04-29 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,28.0,28.0,44587.5,,,,
2546,182013,Ebba Quigley,Mr.,Male,1,Single,31,2022-03-04,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,201.0,200.0,58519.18000000001,,,,
2548,1795168,Sharon Bednar,Mr.,Male,1,Single,31,2022-03-08,2022-03-10 00:00:00,Inactive,2022-03-10 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,3.0,3.0,9800.0,,,,
2550,1795169,Ms Roxane Adams Jr,Mr.,Male,1,Married,31,2022-03-08,2022-03-08 00:00:00,Inactive,2022-03-08 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,2.0,2.0,6200.0,,,,
2551,198151,Prof Lucio Effertz Jr,Mr.,Male,1,Single,31,2022-03-08,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,252.0,249.0,70941.18000000001,,,,
2552,51033,Maurine Schneider,Mr.,Male,1,Single,56,2022-03-03,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Helper,1996,190.0,179.0,15575.0,,,,
2553,1795171,Prof Nathanial Gerhold,Mr.,Male,1,Single,31,2022-03-09,2022-03-26 00:00:00,Inactive,2022-03-26 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,10.0,12.0,37700.0,,,,
2554,188025,Zelda Kohler,Mr.,Male,1,Single,53,2022-03-08,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,1999,28.0,28.0,80434.94,,,,
2555,5397,Mr Noel Buckridge PhD,Mr.,Male,1,Single,69,2022-03-01,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Site Supervisor,2001,223.0,230.0,99165.30272727272,,,,
2557,193212,Dr Alexandro Davis,Mr.,Male,1,Married,31,2022-03-10,2022-03-23 00:00:00,Inactive,2022-03-23 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,8.0,12.0,29500.0,,,,
2558,1795172,Antonette Wunsch,Mr.,Male,5,Married,31,2022-03-14,2022-04-06 00:00:00,Inactive,2022-04-06 00:00:00,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1982,15.0,15.0,23250.0,,,,
2559,196181,Rollin Jacobi DDS,Mr.,Male,1,Married,55,2022-03-10,2022-06-17 00:00:00,Inactive,2022-06-17 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1972,58.0,57.0,60164.54,,,,
2560,196182,Scottie Murray Jr,Mr.,Male,1,Married,31,2022-03-10,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990,18.0,19.0,29567.5,,,,
2561,198152,Doris Flatley,Mr.,Male,1,Married,31,2022-03-14,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,187.0,190.0,50705.36,,,,
2562,5399,Dr Paul Weber V,Ms.,Female,1,Married,8,2022-03-10,2022-06-24 00:00:00,Inactive,2022-06-24 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1983,4.0,67.0,258888.5,,,,
2563,1935034,Marcelina Boehm,Mr.,Male,1,Married,31,2022-03-12,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,12.0,12.0,,,,,
2564,1935035,Ms Pinkie Grady DVM,Mr.,Male,1,Married,31,2022-03-11,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,40.0,41.0,,,,,
2565,5400,Dillon Oberbrunner DDS,Mr.,Male,1,Married,191,2022-03-15,2022-07-26 00:00:00,Inactive,2022-07-26 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Logistic Assistant,1994,73.0,76.0,96214.532,0.0,2.0,0.0,2.0
2566,1935033,Edythe Altenwerth,Mr.,Male,1,Single,31,2022-03-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,27.0,29.0,,,,,
2567,1935036,Gisselle Nitzsche,Mr.,Male,1,Married,31,2022-03-03,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,49.0,50.0,,,,,
2568,193213,Mr Peyton Kulas,Ms.,Female,1,Single,30,2022-03-16,2022-05-09 00:00:00,Inactive,2022-05-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998,29.0,33.0,28358.33333333333,,,,
2569,5401,Elliot Luettgen,Mr.,Male,1,Single,22,2022-03-10,\N,Active,\N,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991,127.0,190.0,145732.2,,,,
2570,1795173,Albertha O'Conner,Mr.,Male,1,Married,31,2022-03-19,2022-03-29 00:00:00,Inactive,2022-03-29 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,5.0,6.0,18600.0,,,,
2572,5403,Miss Oleta Rath,Mr.,Male,1,Married,192,2022-03-21,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Planning Engineer,1995,183.0,200.0,131573.48,13.0,7.0,19.0,1.0
2573,5404,Delfina Fay DVM,Mr.,Male,1,Single,7,2022-03-21,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,2000,166.0,219.0,121414.013,,,,
2574,5405,Davon Rath,Mr.,Male,1,Single,33,2022-03-21,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1995,173.0,229.0,176316.832,,,,
2575,5406,Jewell Sipes,Mr.,Male,5,Married,6,2022-03-22,2022-04-04 00:00:00,Inactive,2022-04-04 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Project Manager,1964,4.0,8.0,463495.0,,,,
2576,1985018,Mr Easton Balistreri,Mr.,Male,1,Married,4,2022-03-19,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1975,5.0,0.0,,,,,
2577,1985019,Guiseppe Schultz,Mr.,Male,1,Married,4,2022-03-19,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1990,4.0,0.0,,,,,
2578,1985020,Dan Connelly,Mr.,Male,1,Married,4,2022-03-19,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1974,7.0,0.0,,,,,
2579,1985021,Dr Blaise Lebsack,Mr.,Male,1,Married,4,2022-03-19,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1987,3.0,0.0,,,,,
2580,1985022,Lee Beatty,Mr.,Male,1,Married,4,2022-03-19,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1995,3.0,0.0,,,,,
2581,1985023,Aliyah Mohr,Mr.,Male,1,Married,4,2022-03-19,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1987,6.0,0.0,,,,,
2582,1985024,Miss Queenie VonRueden V,Mr.,Male,1,Married,4,2022-03-19,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1972,6.0,0.0,,,,,
2586,1935037,Philip Lowe,Mr.,Male,1,Single,31,2022-03-14,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,13.0,13.0,,,,,
2588,201013,Mr Gavin Dach,Mr.,Male,1,Single,31,2022-03-25,2022-09-05 00:00:00,Inactive,2022-09-05 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,115.0,122.0,62202.142857142855,,,,
2592,5410,Mr Joan Effertz,Mr.,Male,5,Married,22,2022-04-06,2022-08-31 00:00:00,Inactive,2022-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1997,55.0,50.0,113951.0,,,,
2593,5411,Else Hyatt,Mr.,Male,1,Single,8,2022-04-18,2022-05-03 00:00:00,Inactive,2022-05-03 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1997,3.0,10.0,108423.665,,,,
2594,5412,Adrain Welch,Mr.,Male,3,Single,8,2022-04-18,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1997,76.0,187.0,158069.98888888888,,,,
2597,5414,Mr Greg Mayer DDS,Mr.,Male,1,Married,22,2022-04-19,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1994,117.0,168.0,125863.0,,,,
2598,1945039,Dean Zemlak,Mr.,Male,1,Married,4,2022-04-23,\N,Active,\N,\N,\N,Labour,Permanant,Buddhist,Bar Bender,1987,10.0,10.0,,,,,
2599,1945040,Talon Hudson,Mr.,Male,1,Married,124,2022-04-25,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1968,26.0,27.0,,,,,
2600,51034,Prof Trevor Ledner,Mr.,Male,1,Married,56,2022-04-26,2022-05-04 00:00:00,Inactive,2022-05-04 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Helper,1986,4.0,5.0,6579.6,,,,
2601,5416,Miss Alene Stokes DVM,Mr.,Male,1,Married,90,2022-04-28,2022-08-27 00:00:00,Inactive,2022-08-26 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1987,87.0,63.0,157439.454,1.0,1.0,0.0,2.0
2602,1945041,Alana Friesen Sr,Mr.,Male,1,Married,31,2022-04-26,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965,18.0,18.0,,,,,
2603,1945042,Lia Dietrich DVM,Mr.,Male,1,Married,31,2022-04-27,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,92.0,95.0,,,,,
2604,5418,Price Zieme,Mr.,Male,1,Married,78,2022-05-03,2022-09-19 00:00:00,Inactive,2022-09-19 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1989,40.0,90.0,134494.332,2.0,2.0,1.0,3.0
2606,1935039,Mr Brant Stracke,Mr.,Male,1,Married,1,2022-05-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1991,81.0,121.0,126720.0,,,,
2607,1935040,Scot Christiansen,Mr.,Male,1,Married,31,2022-05-04,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,55.0,80.0,68880.0,,,,
2614,1935041,Maeve Mraz,Mr.,Male,1,Single,31,2022-05-25,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,16.0,17.0,3560.0,,,,
2615,1935042,Marge Kemmer,Mr.,Male,1,Single,31,2022-05-25,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,11.0,11.0,,,,,
2616,1935043,Dr Orville Schmidt V,Mr.,Male,1,Single,31,2022-05-25,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,7.0,7.0,,,,,
2617,1935044,Maverick Doyle DVM,Mr.,Male,1,Single,31,2022-05-25,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,56.0,62.0,48700.0,,,,
2637,193215,Troy Beier,Mr.,Male,1,Married,24,2022-06-20,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1984,79.0,122.0,84267.85714285714,,,,
2642,5420,Mireya Crooks,Mr.,Male,1,Married,104,2022-07-14,2022-11-04 00:00:00,Inactive,2022-11-04 00:00:00,\N,\N,Management,Contarct Basis,Buddhist,Accountant,1965,63.0,83.0,0.0,1.0,2.0,0.0,3.0
2643,193216,Prof Stone Kunze,Mr.,Male,1,Married,54,2022-07-20,\N,Active,\N,673,\N,Labour,Contarct Basis,Buddhist,Lab Technician,1986,127.0,130.0,101229.16666666669,,,,
2701,5424,Ilene Stehr DVM,Ms.,Female,1,Single,143,2022-08-26,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,HR Assistant,1996,94.0,92.0,71143.33200000001,3.0,2.0,0.0,5.0
2705,193219,Jordon Hickle I,Mr.,Male,1,Married,31,2022-08-29,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,67.0,68.0,39695.0,,,,
2709,5425,Arvilla Jenkins,Ms.,Female,1,Married,33,2022-09-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1989,47.0,84.0,222797.2625,,,,
2715,50047,Mrs Mara Gleason I,Mr.,Male,1,Married,38,2022-09-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Office Assistant,1965,38.0,38.0,397343.96,,,,
2734,5426,Mortimer Lindgren DDS,Mr.,Male,1,Married,8,2022-09-26,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988,75.0,83.0,180786.66600000003,0.0,4.0,0.0,4.0
2737,5427,Prof Ismael Prosacco,Mr.,Male,1,Married,78,2022-09-27,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1984,16.0,77.0,135114.585,3.0,1.0,2.0,2.0
2771,5429,Dr Bertram Emard,Mr.,Male,1,Married,198,2022-10-06,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Projects Officer,1981,56.0,68.0,665840.8566666666,,,,
2831,5433,Ms Katelin Medhurst,Mr.,Male,1,Single,111,2022-10-25,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Management Trainee,1996,52.0,54.0,51138.88999999999,0.0,1.0,0.0,1.0
2836,5434,Janis Borer Jr,Ms.,Female,1,Single,17,2022-11-01,2022-12-22 00:00:00,Inactive,2022-12-22 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1993,15.0,35.0,97175.0,,,,
2890,5479,Delphia Haley,Mr.,Male,1,Single,8,2022-11-21,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1994,20.0,41.0,143141.66999999998,,,,
2972,5480,Lance Stanton,Mr.,Male,1,Single,201,2022-12-05,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Software Developer,1997,23.0,22.0,134481.67,1.0,2.0,0.0,3.0
2973,5481,Chauncey Reilly,Mr.,Male,1,Single,8,2022-12-08,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990,16.0,20.0,176108.33500000002,,,,
3041,5482,Sudath,Mr.,Male,1,Married,104,2022-12-20,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Accountant,1979,7.0,7.0,122841.66,,,,
